1,Uttar Pradesh
1,Madhya Pradesh
1,Himachal Pradesh
1,Jammu and Kashmir
1,Punjab
1,Haryana
1,Uttrakhand
1,Rajasthan
1,Bihar
1,Jharkhand
3,Arunachal Pradesh
3,Assam
3,Tripura
3,Manipur
3,Meghalaya
3,Mizoram
3,Nagaland
3,Sikkim
3,West Bengal
3,Odisha
3,Chhattisgarh
2,Kerala
2,Karnataka
2,Tamil Nadu
2,Andhra Pradesh
2,Telangana
4,Gujrat
4,Maharashta
4,Goa
